texto,categoria,prioridade,setor
Estamos com uma ocorrência em que serviço de impressão do servidor não processa os trabalhos enviados. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Impressora,Alta,Sistemas
Foi identificado que usuário recebeu alerta de acesso suspeito. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Segurança,Baixa,Segurança
Estamos com uma ocorrência em que computador não liga mesmo estando conectado à tomada. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Suporte N1
"Foi identificado que impressora compartilhada não está disponível para alguns usuários. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Impressora,Alta,Infraestrutura
"Preciso de suporte porque notebook apresenta falha ao reconhecer dispositivos USB. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Hardware,Baixa,Suporte N1
Preciso de suporte porque conta apresenta acessos que o usuário não reconhece. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,Acesso,Baixa,Segurança
Estamos com uma ocorrência em que conexão Wi-Fi cai durante o expediente. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Rede,Média,Infraestrutura
Estamos com uma ocorrência em que conexão com o servidor está intermitente. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Rede,Crítica,Infraestrutura
Estamos com uma ocorrência em que usuário não consegue imprimir na impressora do setor. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Impressora,Média,Suporte N1
"Estamos com uma ocorrência em que foram recebidos anexos inesperados de remetente desconhecido. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",E-mail,Crítica,Segurança
Foi identificado que impressora aparece como offline no computador. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Impressora,Baixa,Suporte N1
Estamos com uma ocorrência em que documentos ficam presos na fila de impressão. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Impressora,Média,Suporte N1
Estamos com uma ocorrência em que conexão Wi-Fi cai durante o expediente. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Rede,Alta,Infraestrutura
"Foi identificado que acesso a recursos internos pela rede está falhando. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Rede,Média,Infraestrutura
Foi identificado que permissão de acesso não foi aplicada corretamente no sistema. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Acesso,Alta,Sistemas
"Estamos com uma ocorrência em que ERP apresenta erro ao salvar informações. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Software,Alta,Sistemas
Preciso de suporte porque driver da impressora apresenta erro na estação. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Suporte N1
"Preciso de suporte porque arquivo corporativo foi alterado sem explicação. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Segurança,Média,Segurança
Preciso de suporte porque integração do sistema com o envio de e-mails falhou. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,E-mail,Alta,Sistemas
Estamos com uma ocorrência em que Outlook não está sincronizando novas mensagens. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Suporte N1
Estamos com uma ocorrência em que ERP apresenta erro ao salvar informações. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Software,Crítica,Sistemas
Foi identificado que ERP apresenta erro ao salvar informações. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Software,Alta,Sistemas
Foi identificado que usuário precisa de orientação após receber um alerta de segurança. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Segurança,Baixa,Suporte N1
Preciso de suporte porque estação apresenta alertas de segurança recorrentes. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Segurança,Crítica,Segurança
Preciso de suporte porque usuário não consegue imprimir na impressora do setor. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Suporte N1
"Preciso de suporte porque foi identificado tráfego de rede incomum em uma estação. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Rede,Baixa,Segurança
Preciso de suporte porque credenciais parecem ter sido utilizadas em outro dispositivo. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Acesso,Crítica,Segurança
Estamos com uma ocorrência em que rede apresenta perda de conexão durante o trabalho. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Rede,Média,Infraestrutura
"Estamos com uma ocorrência em que integração entre dois sistemas deixou de funcionar. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Software,Alta,Sistemas
"Preciso de suporte porque aplicativo corporativo fecha sozinho ao executar uma tarefa. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Software,Crítica,Suporte N1
Estamos com uma ocorrência em que serviço de impressão do servidor não processa os trabalhos enviados. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Sistemas
Estamos com uma ocorrência em que impressora aparece como offline no computador. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Suporte N1
Preciso de suporte porque programa instalado não abre para o usuário. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Software,Crítica,Suporte N1
"Foi identificado que VPN registrou conexões incomuns para uma conta. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Segurança,Alta,Infraestrutura
