texto,categoria,prioridade,setor,grupo
Tenho uma ocorrência em que Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que o sistema rejeita minhas credenciais mesmo estando corretas. Agradeço se puderem verificar.,Acesso,Alta,Suporte N1,login
"Podem verificar? O documento foi enviado, mas nada foi impresso. A ocorrência interrompeu uma operação essencial em larga escala. Agradeço se puderem verificar.",Impressora,Crítica,Suporte N1,fila
"Bom dia, Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que a digitalização falha antes de salvar o arquivo. Preciso de orientação.",Impressora,Baixa,Suporte N1,scanner
Podem verificar? Não consigo confirmar o segundo fator de acesso. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.,Acesso,Crítica,Suporte N1,mfa
Tenho uma ocorrência em que Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que não recebo e-mails de determinados remetentes. Agradeço se puderem verificar.,E-mail,Baixa,Suporte N1,recebimento
Identificamos que o mouse falha durante o uso. Uma função importante para o setor ficou indisponível para várias pessoas. Agradeço se puderem verificar.,Hardware,Alta,Suporte N1,perifericos
"Olá, houve uma mudança inesperada em dados corporativos. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Agradeço se puderem verificar.",Segurança,Crítica,Segurança,alteracao_nao_autorizada
Tenho uma ocorrência em que O impacto é pequeno neste momento e não existe urgência operacional. O problema é que o equipamento não consegue acessar recursos usando o cabo. Solicito análise.,Rede,Baixa,Infraestrutura,cabeada
"Bom dia, Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. O problema é que uma funcionalidade está indisponível apenas para meu usuário. Podem me ajudar?",Acesso,Média,Sistemas,permissao
Estou com um problema: O usuário perdeu produtividade e precisa de suporte para continuar a atividade. O problema é que a etapa adicional de autenticação está falhando. Isso começou hoje.,Acesso,Média,Suporte N1,mfa
"Olá, o serviço de e-mail falha quando tento enviar. O impacto é pequeno neste momento e não existe urgência operacional. Isso começou hoje.",E-mail,Baixa,Suporte N1,envio
Estou com um problema: Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que a caixa corporativa apresenta falha ao carregar. Solicito análise.,E-mail,Alta,Suporte N1,caixa
Estou com um problema: Um serviço essencial para a empresa ficou indisponível para muitos usuários. O problema é que a fila acumula documentos sem processá-los. Solicito análise.,Impressora,Crítica,Suporte N1,fila
Preciso de ajuda: Preciso consultar uma tela e recebo aviso de permissão. A ocorrência já compromete o trabalho de uma equipe inteira. Isso começou hoje.,Acesso,Alta,Sistemas,permissao
Identificamos que apareceu um programa no computador que eu nunca instalei. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Preciso de orientação.,Segurança,Baixa,Segurança,malware
"Bom dia, A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que a conta não permite novas tentativas de autenticação. Solicito análise.",Acesso,Média,Suporte N1,bloqueio
"Olá, o sistema rejeita minhas credenciais mesmo estando corretas. Muitos usuários estão impedidos de executar atividades críticas da empresa. Isso começou hoje.",Acesso,Crítica,Suporte N1,login
Identificamos que o acesso aos serviços internos está intermitente. A ocorrência já compromete o trabalho de uma equipe inteira. Conseguem verificar?,Rede,Alta,Infraestrutura,recursos_rede
"Pessoal, o aplicativo foi instalado mas não inicia. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Conseguem verificar?",Software,Crítica,Sistemas,instalacao
"Pessoal, o programa deixa de responder depois de alguns minutos. Não há atividade parada; preciso apenas que seja verificado quando possível. Solicito análise.",Software,Baixa,Suporte N1,aplicativo_fechando
"Identificamos que a estação perdeu alimentação durante o expediente. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Podem me ajudar?",Hardware,Média,Suporte N1,energia
"Olá, a instalação de uma ferramenta corporativa falha. Uma função importante para o setor ficou indisponível para várias pessoas. Podem me ajudar?",Software,Alta,Sistemas,instalacao
"Tenho uma ocorrência em que A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que a integração não está enviando os dados esperados. Agradeço se puderem verificar.",Software,Média,Sistemas,integracao
Identificamos que o sistema informa erro relacionado ao armazenamento. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. Agradeço se puderem verificar.,Hardware,Baixa,Suporte N1,armazenamento
"Bom dia, A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que consigo receber, mas não consigo enviar mensagens. Conseguem verificar?",E-mail,Média,Suporte N1,envio
Preciso de ajuda: Uma mensagem afirma que minha conta será bloqueada se eu não informar credenciais. A ocorrência já compromete o trabalho de uma equipe inteira. Agradeço se puderem verificar.,Segurança,Alta,Segurança,phishing
Tenho uma ocorrência em que Um serviço essencial para a empresa ficou indisponível para muitos usuários. O problema é que o encaminhamento automático parou de funcionar. Preciso de orientação.,E-mail,Crítica,Sistemas,regras
"Pessoal, uma regra automática deixou de organizar as mensagens. Diversos usuários foram impactados e não há uma solução prática para o setor.",E-mail,Alta,Sistemas,regras
A conexão segura com a rede corporativa não completa. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Agradeço se puderem verificar.,Rede,Média,Infraestrutura,vpn
Identificamos que o equipamento desliga sozinho pouco depois de iniciar. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Preciso de orientação.,Hardware,Alta,Suporte N1,energia
"Identificamos que meu perfil não possui acesso a uma área necessária. Existe uma alternativa funcionando, então a solicitação pode aguardar. Isso começou hoje.",Acesso,Baixa,Sistemas,permissao
Identificamos que o equipamento de impressão aparece indisponível. Não há atividade parada; preciso apenas que seja verificado quando possível. Conseguem verificar?,Impressora,Baixa,Suporte N1,offline
Tenho uma ocorrência em que Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que o histórico mostra entrada que não reconheço. Solicito análise.,Segurança,Alta,Segurança,acesso_suspeito
"Bom dia, Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que a ferramenta corporativa fecha ao gerar um relatório. Preciso de orientação.",Software,Crítica,Suporte N1,aplicativo_fechando
"Tenho uma ocorrência em que Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. O problema é que o computador parece iniciar normalmente, porém nada aparece na tela.",Hardware,Alta,Suporte N1,video
Podem verificar? A navegação ficou lenta e apresenta interrupções. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Solicito análise.,Rede,Crítica,Infraestrutura,internet
Identificamos que minha conta registra acesso em um horário em que eu não estava trabalhando. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Solicito análise.,Segurança,Crítica,Segurança,acesso_suspeito
Tenho uma ocorrência em que O usuário perdeu produtividade e precisa de suporte para continuar a atividade. O problema é que os trabalhos de impressão não saem da lista. Podem me ajudar?,Impressora,Média,Suporte N1,fila
Identificamos que o cliente de e-mail não sincroniza as mensagens. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.,E-mail,Baixa,Suporte N1,sincronizacao
Recebi um link inesperado pedindo autenticação corporativa. Não há atividade parada; preciso apenas que seja verificado quando possível. Preciso de orientação.,Segurança,Baixa,Segurança,phishing
"Identificamos que a autenticação não conclui quando tento acessar. O problema está limitado a uma estação, mas interfere no trabalho diário. Conseguem verificar?",Acesso,Média,Suporte N1,login
Podem verificar? Arquivos locais ficam indisponíveis de forma intermitente. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Podem me ajudar?,Hardware,Crítica,Infraestrutura,armazenamento
Estou com um problema: Grande parte da operação está parada e não existe alternativa disponível. O problema é que o código de autenticação não chega ao meu dispositivo. Conseguem verificar?,Acesso,Crítica,Suporte N1,mfa
Tenho uma ocorrência em que Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que o software apresenta erro ao concluir a configuração.,Software,Baixa,Suporte N1,instalacao
A estação não consegue acessar uma pasta compartilhada. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência.,Rede,Média,Infraestrutura,recursos_rede
Tenho uma ocorrência em que O impacto é pequeno neste momento e não existe urgência operacional. O problema é que não consigo fazer login no ambiente de trabalho. Conseguem verificar?,Acesso,Baixa,Suporte N1,login
Preciso de ajuda: Surgiram alertas sobre um possível software malicioso. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Podem me ajudar?,Segurança,Média,Segurança,malware
"Pessoal, o sistema rejeita minhas credenciais mesmo estando corretas. Existe uma alternativa funcionando, então a solicitação pode aguardar. Podem me ajudar?",Acesso,Baixa,Suporte N1,login
"Bom dia, Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que a API usada pela aplicação está retornando falha. Agradeço se puderem verificar.",Software,Alta,Sistemas,integracao
"Pessoal, há atraso no recebimento de mensagens corporativas. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Preciso de orientação.",E-mail,Média,Suporte N1,recebimento
Identificamos que o usuário aparece como bloqueado no sistema. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. Conseguem verificar?,Acesso,Baixa,Suporte N1,bloqueio
A sessão remota com a rede corporativa fica instável. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.,Rede,Baixa,Infraestrutura,vpn
"Podem verificar? Um dispositivo usb não é reconhecido. O problema está limitado a uma estação, mas interfere no trabalho diário. Conseguem verificar?",Hardware,Média,Suporte N1,perifericos
